"","Gene_name","Description","log2FC_type2-type1","q-value","sex"
"3442","ARMC10","Armadillo repeat-containing protein 10",0.259011862432011,0.12081615576413,"male"
"3443","FUCA1","Tissue alpha-L-fucosidase",0.25881427420684,0.0572953000415033,"male"
"3444","CPSF7","Cleavage and polyadenylation specificity factor subunit 7",0.25814611855508,0.0570762326495271,"male"
"3445","ACYP2","Acylphosphatase-2",0.257633678964472,0.0139141399055188,"male"
"3446","CMAS","N-acylneuraminate cytidylyltransferase",0.25757147734919,0.0164409031881521,"male"
"3447","KLC1","Kinesin light chain 1",0.257171801367457,0.00027453146118855,"male"
"3448","UBE2M","NEDD8-conjugating enzyme Ubc12",0.256763065219463,0.00345566470452396,"male"
"3449","CLTB","Clathrin light chain B",0.256242809737536,0.00206881608299726,"male"
"3450","RUSF1","RUS family member 1",0.256183105554799,0.110488239078223,"male"
"3451","CIAPIN1","Anamorsin",0.255771918473666,0.0031930041596148,"male"
"3452","RPL23","60S ribosomal protein L23",0.255493016244106,0.0267273840253521,"male"
"3453","P4HB","Protein disulfide-isomerase",0.255366393148865,4.77729966570891e-06,"male"
"3454","RPS24","40S ribosomal protein S24",0.25323076595094,0.0637004253141987,"male"
"3455","S100A4","Protein S100-A4",0.253008465528364,0.0254017957188179,"male"
"3456","CDC34","Ubiquitin-conjugating enzyme E2 R1",0.252706407757008,0.0032737974424507,"male"
"3457","COMT","Catechol O-methyltransferase",0.251632018622004,0.00138311770952794,"male"
"3458","UBQLN2","Ubiquilin-2",0.251531742067153,0.0246326087398418,"male"
"3459","SGCB","Beta-sarcoglycan",0.251460283295321,0.00678080466313739,"male"
"3460","VAPA","Vesicle-associated membrane protein-associated protein A",0.251297371594609,1.27953112848594e-05,"male"
"3461","LSM14A","Protein LSM14 homolog A",0.250439430438041,0.117923662375102,"male"
"3462","EMC10","ER membrane protein complex subunit 10",0.250177079938686,0.0829795117998489,"male"
"3463","SERPINF1","Pigment epithelium-derived factor",0.250142419260161,0.0191780103559801,"male"
"3464","DIAPH1","Protein diaphanous homolog 1",0.250041630406276,0.0109600453028177,"male"
"3465","RABGEF1","Rab5 GDP/GTP exchange factor",0.249487539408367,0.0140897372693311,"male"
"3466","RPS27L","40S ribosomal protein S27-like",0.249412975381325,0.00144213945534662,"male"
"3467","S100A8","Protein S100-A8",0.24858997364214,0.135513306201297,"male"
"3468","CAND2","Cullin-associated NEDD8-dissociated protein 2",0.247571957967917,0.00010141146279243,"male"
"3469","ADK","Adenosine kinase",0.247546264664965,0.00022687595647223,"male"
"3470","SYNPO2L","Synaptopodin 2-like protein",0.247240735520657,0.0114569047390867,"male"
"3471","RPS23","40S ribosomal protein S23",0.247238725916128,0.0410915711141447,"male"
"3472","QKI","KH domain-containing RNA-binding protein QKI",0.246537219514648,0.0261107222522274,"male"
"3473","RPL27A","60S ribosomal protein L27a",0.246317815079234,0.0331544210655722,"male"
"3474","HBG1","Hemoglobin subunit gamma-1",0.245279061593104,0.254979003789801,"male"
"3475","CMPK1","UMP-CMP kinase",0.24448547005036,0.00048095237307312,"male"
"3476","PLBD2","Putative phospholipase B-like 2",0.243527999716699,0.0827957876499829,"male"
"3477","RPA1","Replication protein A 70 kDa DNA-binding subunit",0.243127519156866,0.00018075041022129,"male"
"3478","RNH1","Ribonuclease inhibitor",0.243037536553157,0.00129822981834054,"male"
"3479","CYRIB","CYFIP-related Rac1 interactor B",0.242907458537958,0.00868005045222981,"male"
"3480","TTC1","Tetratricopeptide repeat protein 1",0.242112773781018,0.0161289342152882,"male"
"3481","LSM3","U6 snRNA-associated Sm-like protein LSm3",0.241639754147327,0.107420907502034,"male"
"3482","PSMD7","26S proteasome non-ATPase regulatory subunit 7",0.241325896435026,0.00165935443647107,"male"
"3483","EIF2S2","Eukaryotic translation initiation factor 2 subunit 2",0.241261743450973,0.0158918843582242,"male"
"3484","LSM8","U6 snRNA-associated Sm-like protein LSm8",0.2408579112846,0.0637004253141987,"male"
"3485","ACAT2","Acetyl-CoA acetyltransferase, cytosolic",0.240768636702583,0.0147822419705913,"male"
"3486","DUSP3","Dual specificity protein phosphatase 3",0.23980409062562,6.67425487473575e-05,"male"
"3487","RPS29","40S ribosomal protein S29",0.239238300933117,0.0339382581080405,"male"
"3488","DTNA","Dystrobrevin alpha",0.239127252591844,0.00100237849630524,"male"
"3489","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1",0.239120048193415,0.00115313395717828,"male"
"3490","KPNB1","Importin subunit beta-1",0.239044013882227,4.28248511351179e-05,"male"
"3491","AKR1A1","Aldo-keto reductase family 1 member A1",0.237203126820408,0.00255333987138727,"male"
"3492","SOD3","Extracellular superoxide dismutase [Cu-Zn]",0.23704328205142,0.0108281103205515,"male"
"3493","POLR2I","DNA-directed RNA polymerase II subunit RPB9",0.23704218392016,0.0923309501513105,"male"
"3494","UBE2G2","Ubiquitin-conjugating enzyme E2 G2",0.237027356966253,0.0170338277354805,"male"
"3495","PCNP","PEST proteolytic signal-containing nuclear protein",0.235629960468392,0.0235420835817912,"male"
"3496","COL6A1","Collagen alpha-1(VI) chain",0.234712890360688,0.0411689449560054,"male"
"3497","SESN1","Sestrin-1",0.23448407308214,5.60817912165026e-05,"male"
"3498","PPM1F","Protein phosphatase 1F",0.234458107295822,0.0437362331654835,"male"
"3499","LZIC","Protein LZIC",0.233549965916048,0.0205995132490847,"male"
"3500","SIGLEC1","Sialoadhesin",0.233154606218406,0.0996695364687315,"male"
"3501","NMRK1","Nicotinamide riboside kinase 1",0.231308362930953,0.019659460164168,"male"
"3502","BORCS7","BLOC-1-related complex subunit 7",0.231159543341461,0.00384004869531407,"male"
"3503","DSTN","Destrin",0.231032802248908,0.00351676933333043,"male"
"3504","GLRX3","Glutaredoxin-3",0.230077918234201,0.00949084834528489,"male"
"3505","PADI2","Protein-arginine deiminase type-2",0.229882171255383,0.00314908159796522,"male"
"3506","EIF4A2","Eukaryotic initiation factor 4A-II",0.229870197241068,0.00024402809988822,"male"
"3507","CAPN3","Calpain-3",0.22954055902335,0.0004543143120996,"male"
"3508","CMYA5","Cardiomyopathy-associated protein 5",0.228779054927895,0.00050670468919327,"male"
"3509","TPD52L2","Tumor protein D54",0.228523746204871,0.00869398150827106,"male"
"3510","LYZ","Lysozyme C",0.228217309270063,0.244367193689203,"male"
"3511","PPTC7","Protein phosphatase PTC7 homolog",0.227851148788476,0.12024597630615,"male"
"3512","PBDC1","Protein PBDC1",0.227774026379018,1.67423085020267e-05,"male"
"3513","SMTN","Smoothelin",0.227600353177539,0.0312136209518253,"male"
"3514","MRPL50","39S ribosomal protein L50, mitochondrial",0.227374597597899,0.0304016751464394,"male"
"3515","TRIP10","Cdc42-interacting protein 4",0.227225643210391,0.00043864611416071,"male"
"3516","RPS6","40S ribosomal protein S6",0.227011605832624,0.0862825561161113,"male"
"3517","CAP2","Adenylyl cyclase-associated protein 2",0.22605385112192,8.59264104415554e-06,"male"
"3518","LEMD2","LEM domain-containing protein 2",0.225984243107721,0.149874107850237,"male"
"3519","S100A9","Protein S100-A9",0.224870068456434,0.166931093479223,"male"
"3520","ENY2","Transcription and mRNA export factor ENY2",0.224170612294486,0.00373823381007477,"male"
"3521","GDI2","Rab GDP dissociation inhibitor beta",0.22327965861559,3.34136924891612e-05,"male"
"3522","SEPTIN7","Septin-7",0.223110012561607,0.0754541614916073,"male"
"3523","EMC8","ER membrane protein complex subunit 8",0.222727716411679,0.0290236779293734,"male"
"3524","IGHV1-18","Immunoglobulin heavy variable 1-18",0.222247837152562,0.06197380364624,"male"
"3525","POTEE","POTE ankyrin domain family member E",0.222025271935637,0.10862496203395,"male"
"3526","TXNL1","Thioredoxin-like protein 1",0.222002303373509,0.00547861475093547,"male"
"3527","CUL1","Cullin-1",0.221006738606894,0.00018680357651234,"male"
"3528","SGCA","Alpha-sarcoglycan",0.220978866194574,0.00188726995034216,"male"
"3529","RPL11","60S ribosomal protein L11",0.220789566138828,0.00227476409814002,"male"
"3530","MSRB3","Methionine-R-sulfoxide reductase B3",0.220164483979014,0.0132436001194236,"male"
"3531","FNTA","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha",0.219300974154118,0.00549312002055668,"male"
"3532","EIF4G1","Eukaryotic translation initiation factor 4 gamma 1",0.218237521657015,0.00082916203585002,"male"
"3533","STT3B","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B",0.218161779906405,0.0604647054472017,"male"
"3534","ABCF1","ATP-binding cassette sub-family F member 1",0.217149326988844,0.00588609245853168,"male"
"3535","RPS6KB2","Ribosomal protein S6 kinase beta-2",0.21683659319956,0.196385450685872,"male"
"3536","RSU1","Ras suppressor protein 1",0.216734297431202,0.0254380647334859,"male"
"3537","RPL23A","60S ribosomal protein L23a",0.216349217663494,0.0655560954011374,"male"
"3538","IGKC","Immunoglobulin kappa constant",0.216180109088199,0.122947098879269,"male"
"3539","COPZ1","Coatomer subunit zeta-1",0.216144730774582,0.00775829496081781,"male"
"3540","PRKN","E3 ubiquitin-protein ligase parkin",0.215937229434431,0.0287803488478249,"male"
"3541","RPS26","40S ribosomal protein S26",0.215447094735566,0.00983225470438148,"male"
"3542","HSPB1","Heat shock protein beta-1",0.215369733436535,0.00763643743993092,"male"
"3543","LAMTOR5","Ragulator complex protein LAMTOR5",0.214856496323305,0.030183373808003,"male"
"3544","EIF4B","Eukaryotic translation initiation factor 4B",0.214781898837382,0.132922981370662,"male"
"3545","PDE12","2',5'-phosphodiesterase 12",0.214523958826817,0.0263454914623895,"male"
"3546","IPO5","Importin-5",0.214088410908897,0.00038642204736608,"male"
"3547","CFL1","Cofilin-1",0.213683103749114,0.00275309406611588,"male"
"3548","CNBP","CCHC-type zinc finger nucleic acid binding protein",0.212908746158627,0.103870967755412,"male"
"3549","MAP2K1","Dual specificity mitogen-activated protein kinase kinase 1",0.212607380531111,0.0022792756167172,"male"
"3550","RNPEP","Aminopeptidase B",0.2119797653924,0.0499376960042343,"male"
"3551","PLPBP","Pyridoxal phosphate homeostasis protein",0.211942531895975,0.00365738180334793,"male"
"3552","ATP6V1B2","V-type proton ATPase subunit B, brain isoform",0.210997460272079,0.0108699932415577,"male"
"3553","RHOT1","Mitochondrial Rho GTPase 1",0.210772398337127,0.0139322028951001,"male"
"3554","ODR4","Protein odr-4 homolog",0.210387213104783,0.117032978236336,"male"
"3555","GNL1","Guanine nucleotide-binding protein-like 1",0.210308848498938,0.0213179419060104,"male"
"3556","AHNAK","Neuroblast differentiation-associated protein AHNAK",0.209979074638616,0.00338069881565075,"male"
"3557","CLINT1","Clathrin interactor 1",0.209727815674528,0.010360740388258,"male"
"3558","GAMT","Guanidinoacetate N-methyltransferase",0.209720439334294,0.00301045917994517,"male"
"3559","EIF2B3","Translation initiation factor eIF-2B subunit gamma",0.209522585273586,0.0404403544069189,"male"
"3560","CKM","Creatine kinase M-type",0.209116080531633,0.00026569721395525,"male"
"3561","NCKAP1","Nck-associated protein 1",0.208819040155845,0.033401753407028,"male"
"3562","PRKDC","DNA-dependent protein kinase catalytic subunit",0.208272398905734,0.00078005862161881,"male"
"3563","RPL4","60S ribosomal protein L4",0.208270826901364,0.0334580007612334,"male"
"3564","SSR1","Translocon-associated protein subunit alpha",0.207888432335835,0.138275130743761,"male"
"3565","AKR1B1","Aldo-keto reductase family 1 member B1",0.206835078561245,0.0010557041712616,"male"
"3566","WBP2","WW domain-binding protein 2",0.206354039048273,0.139199952311025,"male"
"3567","SH3BGRL","Adapter SH3BGRL",0.206039530766748,0.0495396343999414,"male"
"3568","ATG4B","Cysteine protease ATG4B",0.20601941036152,0.00456649114985562,"male"
"3569","AP1M1","AP-1 complex subunit mu-1",0.205881929546846,0.097616752071768,"male"
"3570","RPA3","Replication protein A 14 kDa subunit",0.205782672708921,0.0192662330782863,"male"
"3571","MTM1","Myotubularin",0.204700406810545,0.00403322916980367,"male"
"3572","EIF5","Eukaryotic translation initiation factor 5",0.203757511703241,0.00136937304857911,"male"
"3573","POLR2B","DNA-directed RNA polymerase II subunit RPB2",0.203719009223477,0.119520075184859,"male"
"3574","VPS35L","VPS35 endosomal protein-sorting factor-like",0.203306702017276,0.00854055593349749,"male"
"3575","WASHC2A","WASH complex subunit 2A",0.203085020412269,0.0451844249831351,"male"
"3576","SERPINB3","Serpin B3",0.203010952179554,0.234382138352606,"male"
"3577","DYNC1LI1","Cytoplasmic dynein 1 light intermediate chain 1",0.202408839053604,0.00133109275540432,"male"
"3578","TMEM38A","Trimeric intracellular cation channel type A",0.202294881842008,0.0586636434267001,"male"
"3579","GSTT1","Glutathione S-transferase theta-1",0.201935349761731,0.10494154866733,"male"
"3580","IMPA2","Inositol monophosphatase 2",0.200979384168864,0.0127887507970659,"male"
"3581","S100A16","Protein S100-A16",0.199541935851418,0.181278549270195,"male"
"3582","CST3","Cystatin-C",0.199498966630991,0.133312277750522,"male"
"3583","PTBP1","Polypyrimidine tract-binding protein 1",0.199403530862993,0.0685415534686215,"male"
"3584","RBM20","RNA-binding protein 20",0.199355575126836,0.0637518363182664,"male"
"3585","NOSIP","Nitric oxide synthase-interacting protein",0.199353524695645,0.119154652003607,"male"
"3586","SELENOO","Protein adenylyltransferase SelO, mitochondrial",0.198870121914867,0.0260168280954087,"male"
"3587","PDCL3","Phosducin-like protein 3",0.198116439012541,0.117860013804961,"male"
"3588","MRPL30","39S ribosomal protein L30, mitochondrial",0.197995204189352,0.135702306550758,"male"
"3589","ARG1","Arginase-1",0.197702423444911,0.181858595344325,"male"
"3590","CBR1","Carbonyl reductase [NADPH] 1",0.197621528778914,0.028331785085476,"male"
"3591","MAPK1","Mitogen-activated protein kinase 1",0.197600233897674,0.00262932961824246,"male"
"3592","RPS7","40S ribosomal protein S7",0.197285029692701,0.0534365539187601,"male"
"3593","ABCC9","ATP-binding cassette sub-family C member 9",0.196999070415211,0.133076054603367,"male"
"3594","SRPRB","Signal recognition particle receptor subunit beta",0.196801920642972,0.0479859147176648,"male"
"3595","DHX9","ATP-dependent RNA helicase A",0.195535920775416,0.00591589750055949,"male"
"3596","LTN1","E3 ubiquitin-protein ligase listerin",0.195003948650015,0.0889041340534663,"male"
"3597","RAD23B","UV excision repair protein RAD23 homolog B",0.194920855634994,0.00992875863748096,"male"
"3598","MYO18A","Unconventional myosin-XVIIIa",0.194423293106944,0.0522016298190853,"male"
"3599","RTN3","Reticulon-3",0.194139046522661,0.0217139771598993,"male"
"3600","RPL32","60S ribosomal protein L32",0.194043626900807,0.192685782267935,"male"
"3601","HECTD3","E3 ubiquitin-protein ligase HECTD3",0.193508961339555,0.0975754060010556,"male"
"3602","RPL10","60S ribosomal protein L10",0.193362735636683,0.0439718376196817,"male"
"3603","MAP2K4","Dual specificity mitogen-activated protein kinase kinase 4",0.193158603675617,0.00429256991364229,"male"
"3604","SGCD","Delta-sarcoglycan",0.192971779704527,0.0265222056108329,"male"
"3605","EIF3L","Eukaryotic translation initiation factor 3 subunit L",0.192247550042952,0.00387303997643737,"male"
"3606","FTH1","Ferritin heavy chain",0.19169325196159,0.0568886382031497,"male"
"3607","EIF4E3","Eukaryotic translation initiation factor 4E type 3",0.191287915371595,0.0184220019015572,"male"
"3608","CCDC90B","Coiled-coil domain-containing protein 90B, mitochondrial",0.190919485013877,0.0507655832041072,"male"
"3609","MACROD1","ADP-ribose glycohydrolase MACROD1",0.190601083358189,0.00117660773115282,"male"
"3610","RPL5","60S ribosomal protein L5",0.190459256726509,0.00922598253132868,"male"
"3611","MANF","Mesencephalic astrocyte-derived neurotrophic factor",0.190401422414096,0.15130901288112,"male"
"3612","ARL8B","ADP-ribosylation factor-like protein 8B",0.190276617636433,0.0476712176393616,"male"
"3613","EIF4A1","Eukaryotic initiation factor 4A-I",0.189869318848212,0.055470975212683,"male"
"3614","UBE2H","Ubiquitin-conjugating enzyme E2 H",0.189734358622072,0.0217114857842861,"male"
"3615","PRDX1","Peroxiredoxin-1",0.189612606316455,0.00239274362370009,"male"
"3616","RCN3","Reticulocalbin-3",0.189145724662316,0.150952572051669,"male"
"3617","BLVRA","Biliverdin reductase A",0.189100075626818,0.00633732841074652,"male"
"3618","IARS1","Isoleucine--tRNA ligase, cytoplasmic",0.188934697229298,0.00820840095902825,"male"
"3619","PDIA6","Protein disulfide-isomerase A6",0.188379781881094,0.00237567914571581,"male"
"3620","TNXB","Tenascin-X",0.187740191512695,0.0429255884847601,"male"
"3621","PDCD6IP","Programmed cell death 6-interacting protein",0.187438406660778,0.00214907626035591,"male"
"3622","PRDX4","Peroxiredoxin-4",0.18716042931732,0.0100861534650523,"male"
"3623","G6PD","Glucose-6-phosphate 1-dehydrogenase",0.186778469844569,0.124344871448981,"male"
"3624","FLOT2","Flotillin-2",0.18677045906178,0.0165585399393103,"male"
"3625","HMGB1","High mobility group protein B1",0.185990874810107,0.0375670568854306,"male"
"3626","DNAJB4","DnaJ homolog subfamily B member 4",0.185847805420376,0.0332468745381289,"male"
